PetID,Description,AdoptionSpeed
352ba3335,"Saved Teddy from under a pile of trash outside an abandoned house. Took him to the vet due to some tail injury as a result being attacked by another stray. Hence, the tail has been cut off & now he has recovered miraculously. He will be ready to be re-homed in a couple of weeks time. He is very alert, active & playful puppy.",2
736b228b9,"Coco is six week old Street Puppy rescued by a kind feeder.Coco is looking for good home and family that can love her and treat her as part of the family. She are still very young and need love, patients and attention , so must take care her well. Please dont look down on street dogs. Street dogs can be cute and smart. The power of love can overcome anything. Let make a better place for you and for me and for the entire living animal in this world.Their lives are in our hands. Pls be their voice as well. Adoption conditions: 1) Adopter must be Malaysian 2) They are not small size, they need a landed property to move around. 3) Give all the health and medical attention such as vaccination, deworming, tick lotion 4) Not for factory, workshop or farm use 5) During the stage of adoption,allow home visit ,email picture or sent what app picture, so I can ensure they are adjustable well to her new environment 6) MUST Neuter Coco Please contact me at or what app or we chat or email to",2
ab7ccc7df,No caging or tying for long hours. Tying or caging is acceptable only for precautionary purposes. Commitment to spay is compulsory. Interested to adopt pls call or sms me.,1
72ec92880,"Adopters must vaccinate, neuter and keep puppy indoors/fenced. call/WhatsApp: Address: ONE PETZ 2-1-20 ONE SQUARE, TINGKAT MAHSURI 1, BAYAN LEPAS, PENANG.",2
6d59be88d,For Adoption,3
d8d840693,They are tame and friendly. I've been feeding them at the back alley. They just love to stay at the drain (Longkag) Just give them some time to train their potty train. By trying several times they will get use to it. All of them are siblings and always been been together. Please do give them Love of living for them to be in a better life.,4
5d3c9feba,"Very adorable, playful and plum. Certified healthy and needs lots of daily exercises and walks.",1
a1be4d855,"Lava is a handsome sweet dark brown pup! He is born to a stray mom and he is super obedient. He is good w cats. I have cats and I took him and his siblings w me for a week and my cat, Toona loves playing w them. Interested to adopt this furball? Whatsapp or msg me. No calls pls. Thanks!",4
f5fda5ac5,Thank you all for your kind soul,1
466862270,"These 2 puppies ( 4-6 weeks old ) were taking refuge under an abandon lorry. Had to take’em in without a backup plan as in the 30 minutes my hubby & I were there, 5-6 cars nearly hit them . We are looking for serious adopters ONLY those who can give a loving home that they deserve. Prefence would be someone who can adopt both together. Below are our terms and conditions : 1. For genuine animal lovers only 2. The adopter must agree to keep in touch with us and give periodic updates ( photos and/or videos). The adopted must also allow home visit with appointment. 3. The adopter agrees to notify us of any change in address or phone number. 4. The adopted is NOT allowed to Transfer ownership unless getting approval from us . This adoptions is subject to an interview . If interested kindly pm or Whatapps to. Location - Shah Alam Thank you",2
d7185ffc1,I have been feeding this pretty girl for almost 2 years. Finally got the chance to gain her trust and bring her home to temporarily foster her. Her temperament is super friendly with humans and absolutely loves to give affection. Character similar to a Labrador. I will be neutering her before she gets adopted.,4
621a16b0c,"Nala is a playful kitten that loves to eat, sleep and play. She is used to staying indoors and uses her litter tray. Nala likes being around people, very manja and loves cuddling up on your lap. She is used to being free to roam in the house, and dislikes being caged for more than 3-4 hours. Terms and conditions for adopting Nala: 1) must be kept indoors only 2) must not be allowed to roam freely outside 3) must not be caged for long periods of time 4) must be spayed when she is 5 months old (spaying is a surgical procedure done so that the cat cannot get pregnant). 5) must be provided with sufficient food, water, shelter, and attention daily. 6) must be played with daily. If you are interested and serious in adopting Nala, feel free to drop me a message. Only serious adopters will be entertained.",2
921817343,Five adorable sweethearts waiting for their forever homes. Will only be given to good homes. 🐾Let's ADOPT and SAVE a LIFE🐾 Ps. Lets not let the gender of any pups turn you away. As they will love you as you are without any preference. Unconditional love is yours...when you adopt them. PAWLove rocks🐶🐶,3
4263cc9ed,Please save this puppy. He is living in a dangerous situation at a company. Need to find a perfect home and owner as soon as possible.,2
9a770c49a,"According to the Vet, Coco (d dog) is 7 years old. He was abused by his previous owner by tying him up, day and night; providing very little food, water and shelter. When Coco's testicles became inflammed (not sure how that came about), Coco's prev.owner kicked him out of the house. Coco remained faithful and waited outside the prev.owner's house although with great pain. The prev.owner would then use a cane to whip him and use pesticides to spray onto his inflammed region. My friend saw and rescused the dog. My friend then approached me to foster Coco (to nurse him back to health). My hubby agreed with the condition that Coco to be adopted after he is well and fit as Hubby is not an animal lover. Coco has been with us for slightly over 1 month now. Not only has Coco recovered fully; I have neutered Coco as well as dewormed and vaccinated him. I would like to find a good, loving and nurturing home for Coco as I have promised my hubby earlier on. Coco is a protective but not agressive dog. He is a good family dog and esp loves children. He doesnt bark unncessarily. He is fun loving, active and loveable. Coco deserves a second chance and I know he is now ready to be love and love his new found family. I am not very familiar of his past but I do know that he is a very loyal dog to us.",4
f3551e91f,"His name is Creamy. Found him wondering around and saw him crossing the road, lucky not been hit by a car. I decided to take him as I have 4 other kittens around same age at that moment. His age around 3 months plus and got blue eyes. He's very manja and playful but eat a lot. :) Looking for someone who really love & adore cats. His diet is Addiction Salmon Blue (all stages)",2
1894ab073,Seven Kittens and mother found near my place. Me and some other people have been taking care of it. I will probably bring it to the vet when i get the chance this week. Posting here to see if anyone interested (not that there arent already an abundant number of stray cats (and dogs)) UPDATE: Theyve been dewormed and now free from catflu. I have manually deflead them. Will vaccinate (and spay) them when the time is right. Will apply Frontline on them later when theyre older/bigger. UPDATE: The last (biggest and gregarious) Calico kitten passed away due to accident (RE: 'Eye eat cardboard... So sadz'),2
